tweet_id,file_name,completeness,content_type,text_body,username,image_text_description,likes,replies,retweets,views,time_of_post,promotional_or_irrelevant,pro_trump,hostile_to_trump,sarcastic_about_trump,ambivalent_about_trump,nationalist_pro_trump,anti_elite_pro_trump,fearful_pro_trump,optimistic_about_trump,skeptical_of_trump,disengaged_from_trump
1852161105327739389,screenshot_27.png,1,tweet,Tulsi Gabbard (Proudly) @TulsiGabbard · Nov 1\nWHO VOTED FOR TRUMP EARLY?,Tulsi Gabbard,A tweet asking a question about early voting for Trump. The image conveys a sense of curiosity and perhaps a bit of skepticism about the early voting process.,12,4,40,11000,Nov 1,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_27.png,1,tweet,We here,Cat Token,A simple tweet expressing presence or location. The image conveys a sense of informality and brevity.,2,3,0,13000,Nov 1,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_28.png,1,tweet,People are voting for Trump thinking they will get America First. They will get betrayal and establishment hacks #NickFrantzes,classicgroupy,"A picture of a person holding a sign that says \TOO BIG TO RIG\"" in large", bold letters. The image appears to be conveying a message of opposition to election fraud or manipulation. The emotions associated with the image are likely anger, frustration," and a sense of injustice.""",888,19,9,429000,Nov 1,false,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0
1852161105327739389,screenshot_4.png,1,tweet,I am 29-years-old. I adopted nephew of Roger Stone. I will be campaigning my first ballot for President of the United States for rightful President, Donald J. Trump. Who's with me?,Alex Stone,"A person holding a sign that says ""TOO BIG TO RIG"" in large", bold letters. The sign is white with red and blue stars. The person is wearing a baseball cap. The background appears to be an election-related event, with people in the background. The image conveys a message of protest or opposition to election rigging. The emotion is likely one of anger or frustration.,195,13,10,6260,Nov 1,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_5.png,1,tweet,TOO BIG TO RIG,LiberaCet,"A person holding a sign that says \TOO BIG TO RIG\"" in large", bold letters. The sign is white with red and blue stars. The background of the image shows people, suggesting a rally or demonstration. The image conveys a message of opposition to election rigging," possibly with a sense of determination or anger.""",57,2,0,13k,Nov 1,false,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1852161105327739389,screenshot_7.png,1,tweet,Gunther Eagleman @GuntherEagleman · Nov 1 We have FIVE DAYS to go! Do you have a plan? Get one put together with Send The Vote!,Gunther Eagleman,A tweet promoting voter registration and encouraging users to create a plan for the upcoming election. The image conveys a sense of urgency and importance, with a bold call to action,19,29,136,13k,Nov 1,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_7.png,1,tweet,Nick Sorok @NickSorok · Nov 1 VOTE Trump on Tax Tips!,Nick Sorok,A tweet promoting voting for a specific candidate (Trump) and providing tax-related tips. The image is likely a promotional graphic for the candidate's campaign,29,132,1489,18k,Nov 1,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_8.png,1,tweet,VOTE for President Donald Trump and his Cabinet. JD Vance. Elon Musk. Robert F. Kennedy Jr., Tulsi Gabbard and Ramaswamy. Make our nation's future depends upon it, because it does.,Farhan Khan,A tweet expressing support for a specific set of candidates and policies. The image likely depicts a political rally or campaign event, conveying a sense of enthusiasm and determination for the candidates.,136,27,42,494,Nov-1,false,1.0,0.0,0.0,0.0,0.5,0.0,0.0
1852161105327739389,screenshot_8.png,1,tweet,Lets WIN! Everyone needs to go out and vote! #Vote,aka,A tweet promoting voting and encouraging participation in elections. The image likely depicts a diverse group of people, conveying a sense of unity and importance of civic duty.,265,15,91,295,Nov-1,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852161105327739389,screenshot_8.png,1,tweet,This is a Real Battle, a Battle for America. We Must Win with a Crushing Victory!,Truth Justice,A tweet expressing strong support for a political cause. The image likely depicts a symbolic representation of a struggle or battle, conveying a sense of urgency and determination.,16,1,1,186,Nov-1,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1852161105327739389,screenshot_9.png,1,tweet,Looking for stocking stuffers for the little MAGA in your home?,Brown Eyed Susan,A promotional image of a Trump and Putin figurine in a toilet. The image is likely intended to be provocative and critical of Trump and Putin,129,2,57,48k,Nov-29,false,-1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0
1852219997679943946,screenshot_0.png,1,original tweet,A GREAT DAY IN NEW MEXICO, NEVADA, AND ARIZONA - THANK YOU! With your VOTE this November, we're going to Fire Kamala, and we are going to SAVE AMERICAN.,Donald J. Trump,A picture of a jet with the American flag on it, likely meant to evoke a sense of patriotism and strength. The image is likely intended to convey a message of success and support for the campaign.,112000,138,3000,4900000,8:23 AM Nov 1, 2024,false,1.0,-1.0,-1.0,-1.0
1852219997679943946,screenshot_1.png,1,tweet,We are going to win this. If you are voting Trump, we are family.,Gunther_Egeman,A tweet expressing confidence in a political candidate. The image shows a positive and supportive tone.,156,38,30,3029,2h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1852219997679943946,screenshot_1.png,1,tweet,Like a boss Trump enters the Stage Tonight. This late night stop America...,Cyndieka_America_Truther,A tweet expressing admiration for a political figure. The image suggests a positive and enthusiastic tone.,140,3,3,43,2h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
1852219997679943946,screenshot_1.png,1,tweet,Warm welcome with Tucker Carlson at the Desert Diamond Arena in Glendale Arizona. Where does he get his energy?,Cyndieka_America_Truther,A tweet describing a positive encounter with a political figure. The image suggests a warm and welcoming tone.,15,0,0,6139,2h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
1852219997679943946,screenshot_10.png,1,tweet,Another great day to push for crypto dominance while @trumptalks takes the lead in the crypto space.,Riddle Blast,A man in a suit is pictured. The image is likely meant to convey a sense of seriousness and perhaps a hint of confidence or authority.,15,7,4,4800,2023-07-22,false,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1852219997679943946,screenshot_11.png,1,tweet,Fact: #TrumpWonArizona,I Love America News,"An image with the text ""THEY BOTH WON ARIZONA"" overlaid on a picture of Donald Trump. The image appears to be a meme or a political statement. The creator likely intends to convey a message of political commentary or debate", possibly with a slight sense of irony or sarcasm.,25,6,36,3029,5h,false,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_12.png,1,tweet,"It's time to set typed for Trump's 2024 comeback! He's not just about talk; he's about action. As our Commander-in-Chief, he's all about bringing the heat and making America great again!",Victory Trump,"A picture of Donald Trump in a sunglasses, standing in front of a drive-thru window. The image is likely intended to convey a sense of confidence, strength, and perhaps a touch of humor or approachability.",0,0,0,0,20h,false,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
1852219997679943946,screenshot_13.png,1,tweet,Who cares?\nThey're children.,Farhan Khan,A tweet expressing a neutral stance on the topic of homeschooling versus public schooling. The image shows a picture of a woman, likely a parent, and the text is simple and direct, focusing on the children as the central concern.,0,0,0,0,1:28,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_15.png,1,tweet,Declaration of Memes @LibertyCapy_ 22h\nRelease the list!,LibertyCapy_,Image shows two men, possibly celebrities or public figures. The image is likely intended to be humorous or attention-grabbing, possibly related to a meme or social media trend. The creator likely intends to generate engagement and discussion.,133,4,9,3029,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_16.png,1,tweet,We are now living in a country\nOUR FOUNDING FATHERS FOUGHT TO ESCAPE,Fight With Memes,A meme depicting a cartoon image of founding fathers sitting at a table, with the text 'We are now living in a country' above and 'Our Founding Fathers fought to escape' below. The image appears to be conveying a critical or satirical message about the current state of affairs, possibly related to political or social issues.,84,9,15,3.8k,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_17.png,1,tweet,"\Still better than Trump\""""",Farhan Khan,"A tweet expressing a negative sentiment towards Donald Trump. The image likely depicts a comparison between a political figure (Trump) and another alternative, highlighting the perceived superiority of the alternative.",85,12,37,3029,2h,false,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_18.png,1,tweet,Three rallies in one day. Kamala could never!,Whale Psychiatrist,A humorous image of Donald Trump as a pink bunny playing a drum kit. The image is likely intended to be satirical or critical of Trump,496,1,46,3029,18h,false,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_19.png,1,tweet,Fight With Memes,,,,,,,,,,,,,,,,,,
Just a day everyday, working/jobs to stay alive in Commie Kamala's America.,,,,,,,,,,,,,,,,,,,,,
1852219997679943946,screenshot_19.png,1,tweet,Fight With Memes,,,,,,,,,,,,,,,,,,
Just a day everyday, working/jobs to stay alive in Commie Kamala's America.,,,,,,,,,,,,,,,,,,,,,
1852219997679943946,screenshot_2.png,1,tweet,America needs President Trump,@ChicagoRay,A picture of a large inflatable Trump figure on a street with cars passing by. The image appears to be a protest or demonstration against Trump. The image conveys a sense of disapproval and dissent towards Trump,51,207,9,3029,May 15th,false,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
1852219997679943946,screenshot_20.png,1,tweet,Mom I think I'm a boy\nWell\nyou're not,Glca Based Dad,A picture of a mother and daughter. The caption suggests a humorous or thought-provoking discussion about gender identity. The overall tone is likely lighthearted and possibly reflective of a parent's perspective.,17,66,1,3029,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_20.png,1,tweet,Fight Fight Fight!,Farhan Khan,A picture of a person, likely a man, with a determined expression. The caption is a simple, direct call to action, suggesting a sense of urgency or motivation.,17,66,1,17000,2h,false,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_21.png,1,reply,Web @Web_Stmb_220 legend,Farhan Khan,An image of Donald Trump with a bloody face," with the text ""VOTE FOR PEDO"" overlaid on it. The image appears to be designed to be provocative and inflammatory", potentially expressing negative emotions towards Donald Trump.,870,4,1,596,22h,false,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_22.png,1,tweet,Fight With Memes @fightwithmemes - 22h\nHow is this acceptable?,Fight With Memes,An image of a meme featuring a cartoon character, likely a humorous or satirical representation of a political or social issue. The creator's intent is likely to provoke thought or generate discussion, possibly with an element of criticism or disapproval.,15,0,13,2.9k,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_22.png,1,tweet,Donald J. Trump is the only hope of America. \n#TrumpArmy #TrumpIsMyHope\n@TrumpArmy_19h,Farhan Khan,An image of Donald Trump, likely intended to express support for him. The creator's intent is to express strong support for Donald Trump, possibly in a campaign-related context.,13,0,73,2.8k,19h,false,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0
1852219997679943946,screenshot_22.png,1,tweet,GiGi Based Dad @GiGiBasedDad - 12h,GiGi Based Dad,An image of a meme or cartoon, likely related to a political or social issue. The creator's intent is likely to express a viewpoint or opinion, possibly with humor or satire.,15,0,13,2.8k,12h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_23.png,1,tweet,This is the way, laddies,Giga Based Dad,A digital image of a man in dark armor and a woman in a light-colored dress, possibly a romantic or heroic scene. The image is likely intended to evoke a sense of strength, loyalty, or devotion.,3,0,0,0,22h,false,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_24.png,1,tweet,I SEE DEAD PEOPLE VOTING DEMOCRAT. Well done - Right to jail,Giga Based Dad,A still image from a movie, likely a children's film, featuring a young boy with an expression of concern or fear. The text overlayed on the image," ""I SEE DEAD PEOPLE VOTING DEMOCRAT"," suggests a political commentary or opinion, likely expressing disapproval of the Democratic party. The additional text, Well done - Right to jail"," further indicates a strong negative stance, potentially advocating for punitive measures against those who vote Democrat. The overall tone is critical and potentially inflammatory,3,2,40,1129,12h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",,,,,,,,,,,
1852219997679943946,screenshot_25.png,1,tweet,Declaration of Service? @LibertyCapy_ 22H\nComing soon?,Declaration of Service?,A cartoon image of a map of the United States, with exaggerated features and a humorous tone. The image is likely meant to be satirical or critical of a political or social issue,4,1,18,11000,22H,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_26.png,1,reply,Trump on Liz Cheney: 'Let's put her with rifle standing there with 9 barrels when the are trained, let's see how she feels about it. You know, when the guns are trained on her face.',Sandy,A screenshot of a tweet, likely a reply, showing a conversation between two people. The image depicts a man (likely Trump) and a woman (likely Liz Cheney). The image is likely intended to be critical of Trump's comments, possibly conveying anger or disapproval.,4,0,1,3.1k,22h,false,0.0,0.5,0.0,0.0,0.0
1852219997679943946,screenshot_27.png,1,tweet,Trump just had the mic moment of the election when referring to Joe Biden\'s red backing speech:\n\Listen here you stupid bastard," MAGA makes MAKE AMERICA GREAT AGAIN\""""",AmericanArcher,"A tweet from the account AmericanArcher, likely a political commentator, sharing a statement by Donald Trump. The image shows a video of Trump speaking. The tone seems neutral, reporting a statement without expressing an opinion.",17,6,1,13k,2:26,false,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.0
1852219997679943946,screenshot_28.png,1,tweet,LETS GO TRUMP THE $4 PRESIDENT LETS GOOOOOOOO,Farhan Khan,A tweet expressing enthusiasm and support for a political figure, likely Donald Trump, using a celebratory tone,15,1,2,2300,2h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1852219997679943946,screenshot_29.png,1,tweet,LETS GO TRUMP! THE $4 PRESIDENT! LETS GOO000,niggo.kratos,A picture of Donald Trump holding an American flag. The image is likely intended to convey a sense of patriotism and support for Trump.,39,7,9,1.8k,22h,false,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0
1852219997679943946,screenshot_29.png,1,tweet,The future looks very bright if Donald Trump wins.,HitchSlap,A picture of Donald Trump holding an American flag. The image is likely intended to convey a sense of patriotism and support for Trump.,15,3,2,13k,22h,false,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1.0
1852219997679943946,screenshot_3.png,1,tweet,Preventing Kamala from becoming president would be even greater than when Trump prevented Hillary. Let's pray it happens.,Paul A. Sgoudis,"A picture of a person holding a sign that says \TOO BIG TO RIG.\"" The image conveys a sense of protest and skepticism about election integrity.""",422,37,57,3029,6:59,false,0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_3.png,1,tweet,"I'm a former Democrat that voted early for Trump.  Legitimate other Democrats to vote for Trump. We also have a republic to save, Trump must win!",Adam L.owiez,A picture of a man. The image conveys a sense of support for Trump and a belief in the importance of saving the republic.,13,2,57,979,7:20,false,1.0,-0.8,0.0,0.0,0.5,0.2,0.0,0.8,-0.5,-0.5
1852219997679943946,screenshot_31.png,1,tweet,America doesn't have a White Supremacy problem. We have a spoiled, unhinged, White liberal problem.,Americanmade,A picture of a person screaming with a US flag in the background. The image is likely intended to evoke a sense of anger and frustration, possibly directed at a perceived problem with liberal viewpoints.,3,0,1,40,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_32.png,1,tweet,Did you know this?,Farhan Khan,An image of Donald Trump. The image is likely intended to be used in a meme or social media post related to current events or political commentary. The creator's intent is likely to be critical of Trump, or to use the image to engage in a discussion about him.,14,1,3,0,2d,false,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_33.png,1,tweet,My guy wasn't going home empty handed!  ,,,,,,,,,,,,,,,,,,
My guy showing the GameStop employee the 10% discount for the ps5 Pro.,Giga Based Dad,A picture of a man in a GameStop, holding a game controller, and a sign that says 'GameStop'. The image is likely meant to convey a sense of accomplishment or pride in a good deal.,0,0,0,0,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1852219997679943946,screenshot_34.png,1,tweet,TOO BIG TO RIG,LiberaCet,"A person holding a sign with the words \TOO BIG TO RIG\"" in large"," bold letters. The image appears to be conveying a sentiment of opposition to election fraud or manipulation. The emotion is likely one of anger and frustration.""",13000,57,2000,0,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_36.png,1,tweet,Get out and vote! \n\nElon Musk \n@elonmusk \n\nPlease vote for Trump, I'll follow back,Bella @Stockbells22,A tweet expressing support for Donald Trump, with a call to action for voters.,22,1,0,889,18h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_36.png,1,tweet,Gengar the Ghost \n@gengartheghost \n\ntrump 2024 in voting,Farhan Khan @farhank9411,A tweet expressing support for Donald Trump in the 2024 election.,5,0,1,2.1k,22h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_36.png,1,tweet,Guys Can Win For all! \n@GaysForTrump2024,Farhan Khan @farhank9411,A tweet expressing support for Donald Trump, with a call to action.,3,0,0,335,22h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_37.png,1,tweet,Gays for Trump! \nYou can win 38,@GaysForTrump_22h,A tweet expressing support for Donald Trump, potentially in a humorous or provocative manner. The image shows a man and a pregnant woman dressed in a way that suggests a political statement.,31,1,18,3029,22h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_37.png,1,tweet,Declaration Of Memes @Liberty_Capry_22h\nBasically LMAO,@Liberty_Capry_22h,A tweet that is likely a meme or a humorous commentary on a political event. The image shows a man and a pregnant woman dressed in a way that suggests a political statement.,2,3,3,42936,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_37.png,1,tweet,For Kamala,@FarhanXK9411,"A tweet expressing support for Kamala Harris. The image shows a person holding a sign that says ""For Kamala"".",18,1,1,9,1h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_38.png,1,tweet,Declaration of Memes @Liberty_Capy 22h\nImagine still being a leftist\nTHE BEST PART ABOUT RIGHT-WING WOMEN\nNo p*nis.,Declaration of Memes,"A meme-style tweet with an image of a woman wearing a patriotic-style shirt and holding a sign that says ""TOO BIG TO RIG"". The image is presented in a way that conveys a sense of anger and frustration towards the left-leaning political views. The user is expressing a pro-right-wing sentiment.",18,6,6,2.5k,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_4.png,1,tweet,I'm a former Democrat. Thank you Trump & Elon for Making America Great Again. X.com/AlanJones,Gunther_Eggerman,"A person holding a sign that says \TOO BIG TO RIG\"" with stars around it. The image conveys a message of political dissent and distrust in the electoral process.""",74,43,204,8000,2h,false,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0
1852219997679943946,screenshot_5.png,1,tweet,"A picture of a person holding a sign that says \\TOO BIG TO RIG\\"".""",LiberaCet,"The image shows a person holding a sign that says \\TOO BIG TO RIG\\"" in large"," bold letters. The sign is white with black text and stars. The background of the image appears to be a large crowd of people. The image is likely intended to convey a message of opposition to election fraud or manipulation. The emotion conveyed is likely one of determination or defiance.""",57,2,12,3029,2h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_5.png,1,tweet,"A picture of a large crowd of people at a concert or event. The image is accompanied by a text overlay that says \\COMING SOON\\"" and \\""TRUMP & TUCKER\\"".""",LibertyCaPgY,The image shows a large crowd of people at a concert or event. The image is likely intended to convey a sense of excitement or anticipation for an upcoming event featuring Trump and Tucker. The emotion conveyed is likely one of enthusiasm or excitement.,486,18,184,3029,22h,false,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1852219997679943946,screenshot_6.png,1,original tweet,MIKE PENCE SHOWING WHAT PART OF AFRICA KAMALA HARRIS COMES FROM,TRUMP ARMY,A picture of Mike Pence with a caption suggesting that Kamala Harris\'s origins are in Africa. The image is likely intended to be provocative and critical of Kamala Harris.,142,288,13,3029,18h,false,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_7.png,1,tweet,"They're not after me, they're after you... I'm just standing in the way!",Bo Loudoin,"A picture of a person holding a sign that says \TOO BIG TO RIG\"". The image conveys a sense of defiance and resistance against perceived election manipulation. The creator likely feels strongly about the issue and is trying to rally support for their cause.""",24,10,244,4.2k,4j 20h,false,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_8.png,1,tweet,"They'll Democrats will still be like \at least we have abortion\""""",LibertyCapry,"A graphic image with the text \TOO BIG TO RIG\"" displayed on a large sign held by someone. The image is likely meant to convey a message of opposition to election fraud or manipulation. The emotions associated with the image are likely anger", frustration," and determination.""",38,1,65,324,22h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852219997679943946,screenshot_9.png,1,tweet,If you don't vote Donald Trump you are voting to end America and everything our forefathers fought and died for. Freedom will no longer exist in this world. This is the last stand.,Wall Street Apes,"A graphic image of a person holding a sign that says ""TOO BIG TO RIG"". The image is intended to convey a message of protest and distrust in the election process. The creator of the image likely feels strongly about the need to reform the election system.",289,8,3,8300,1h,false,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0
1852219997679943946,screenshot_9.png,1,tweet,All the Greatest Men in the World of God, Makes what great them so? Because they are a reflection of justice, Creator of the Universe. Vote for the man who love God, who will protect the most precious gift of life on earth, the children, the gift from our loving Creator.,Farhan Khan,"A graphic image of a person holding a sign that says ""TOO BIG TO RIG"". The image is intended to convey a message of protest and distrust in the election process. The creator of the image likely feels strongly about the need to reform the election system.",14000,77,146,14000,14h,false,1.0,-1.0,0.0,0.0,1.0
1852404967929532923,screenshot_0.png,1,tweet,Wishing everyone a Blessed and Happy All Saints Day!,Donald J. Trump,A celebratory image, likely a religious one, with a focus on a figure that appears to be the Virgin Mary. The image is likely meant to convey a sense of peace, hope, and religious devotion.,0,0,0,0,,false,1.0,-1.0,-1.0,-1.0,0.0,0.0
1852404967929532923,screenshot_1.png,1,tweet,Pray The Rosary.  #PrayTheRosary10-9  All Holy Saints, Pray for us!,PrayTheRosary10-9,A picture of people praying, likely in a religious setting. The image evokes a sense of faith and devotion.,303,5,58,1436,8:38 PM - Nov 1, 2024,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_1.png,1,tweet,Pray The Rosary. #PrayTheRosary10-9 All Holy Saints, Pray for us!,FarhanKhanX6411,A picture of people praying, likely in a religious setting. The image evokes a sense of faith and devotion.,0,0,0,0,,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_10.png,1,tweet,Republicans Projected To Take House, Senate Still A Toss-Up\n\nIn the U.S. House by the 2022 midterm elections forecast of seats by the Democratic Republican party,Farhan Khan,A screenshot of a Twitter feed, displaying a news article or analysis about the projected outcomes of the 2022 midterm elections in the US. The image is likely intended to inform users about the political landscape and potential outcomes. The tone is neutral, presenting factual information,132,17,270,196194,Thu,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_11.png,1,tweet,Dear God,Farhan Khan,A picture of a person speaking, possibly a religious leader or politician, with a caption that expresses a plea or a prayer to a higher power.,30,46,178,507,055,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_12.png,1,tweet,"I BOW MY HEAD AND ASK, IF IT BE THY WILL, PLEASE SAVE THIS LAND FROM THOSE WHO SEEK TO DESTROY IT. -AMEN",drefrazor memes,A tweet expressing a prayer for the safety of the land from those seeking to destroy it. The image conveys a sense of hope and supplication,102,9,307,607,9h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_12.png,1,tweet,"I BOW MY HEAD AND ASK, IF IT BE THY WILL, PLEASE SAVE THIS LAND FROM THOSE WHO SEEK TO DESTROY IT. -AMEN",drefrazor memes,A tweet expressing a prayer for the safety of the land from those seeking to destroy it. The image conveys a sense of hope and supplication,102,9,307,607,9h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852404967929532923,screenshot_12.png,1,tweet,"I BOW MY HEAD AND ASK, IF IT BE THY WILL, PLEASE SAVE THIS LAND FROM THOSE WHO SEEK TO DESTROY IT. -AMEN",drefrazor memes,A tweet expressing a prayer for the safety of the land from those seeking to destroy it. The image conveys a sense of hope and supplication,102,9,307,607,9h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1852404967929532923,screenshot_15.png,1,tweet,Lord Miles Official @real_lord_miles\nHe's so real for this! \nSee you in the garage truck this Tuesday! #NationalTrashDay,Lord Miles Official,A photo of a large crowd of people, likely at a public event. The image appears to be celebratory and joyful, possibly a parade or festival. The overall emotion conveyed is positive and enthusiastic.,886,13,17,29k,8h,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
